favorite_count	retweet count	retweet_count	tweet_id
16981		5725.0	795076730285391872
15458		3668.0	824775126675836928
10436		1810.0	824663926340194305
12230		10917.0	824325613288833024
15609		4029.0	824297048279236611
8497		2352.0	823966201328046080
11010		2820.0	823939628516474880
14428		2623.0	823699002998870016
13491		2746.0	823581115634085888
16291		4198.0	823322678127919110
36301		10321.0	822244816520155136
17911		3596.0	822975315408461824
136814		45284.0	822872901745569793
13741		2393.0	822859134160621569
18826		6686.0	822489057087389700
15326		3078.0	822610361945911296
18826		6686.0	822489057087389700
29312		15092.0	822462944365645825
36301		10321.0	822244816520155136
15969		5010.0	786233965241827333
11759		2425.0	821886076407029760
12633		3496.0	780601303617732608
8725		1723.0	821765923262631936
8322		1847.0	821522889702862852
17358		5841.0	782305867769217024
12224		4530.0	821407182352777218
9014		2092.0	821149554670182400
9948		2229.0	821107785811234820
13125		2387.0	821044531881721856
23997		7043.0	819227688460238848
32748		10334.0	820749716845686786
12667		3373.0	820690176645140481
3467		592.0	820314633777061888
16027		2692.0	800141422401830912
3467		592.0	820314633777061888
20582		6557.0	820078625395449857
5530		1238.0	819952236453363712
5530		1238.0	819952236453363712
13380		5087.0	819924195358416896
13958		3253.0	819711362133872643
9978		2070.0	819588359383371776
7502		1257.0	819347104292290561
412		54.0	2017
23997		7043.0	819227688460238848
90273		38535.0	819004803107983360
46989		19808.0	819006400881917954
46989		19808.0	819006400881917954
90273		38535.0	819004803107983360
23250		7891.0	818627210458333184
10235		2691.0	818614493328580609
22964		6438.0	773547596996571136
11351		2593.0	818536468981415936
31796		8505.0	816450570814898180
11459		2388.0	818259473185828864
12768		2699.0	818145370475810820
3947		839.0	817902080979599361
53836		28388.0	817827839487737858
11154		2824.0	817777686764523521
12259		3124.0	817536400337801217
9548		3555.0	692417313023332352
35381		15508.0	817423860136083457
23329		8882.0	815966073409433600
9100		2118.0	817171292965273600
12689		2729.0	817120970343411712
8932		1721.0	817056546584727552
17425		4938.0	790946055508652032
10436		2144.0	816816676327063552
10191		2296.0	816697700272001025
31796		8505.0	816450570814898180
8958		2044.0	816336735214911488
9290		2250.0	816091915477250048
5174		1083.0	815990720817401858
15220		5541.0	732005617171337216
5174		1083.0	815990720817401858
23329		8882.0	815966073409433600
13731		4348.0	791406955684368384
10256		2381.0	815736392542261248
8561		1727.0	815639385530101762
10805		3992.0	815390420867969024
7975		1348.0	814986499976527872
11750		2842.0	814638523311648768
17150		6125.0	698195409219559425
9018		1948.0	814530161257443328
30023		9123.0	814153002265309185
13140		3349.0	790277117346975746
9702		1964.0	813910438903693312
37961		14687.0	813812741911748608
8690		1850.0	813800681631023104
19471		7672.0	813217897535406080
9604		1893.0	813202720496779264
20714		4597.0	813187593374461952
9702		2014.0	813172488309972993
8100		2327.0	813157409116065792
8829		2491.0	813142292504645637
12366		3286.0	813127251579564032
10754		2888.0	813112105746448384
10976		3801.0	813096984823349248
10303		2909.0	813081950185472002
8311		2054.0	813066809284972545
21860		7734.0	813051746834595840
7905		2012.0	812781120811126785
6915		1502.0	812709060537683968
8324		2030.0	812466873996607488
14290		3860.0	812372279581671427
7577		1479.0	811985624773361665
7886		1680.0	811744202451197953
13330		3264.0	811627233043480576
21827		6716.0	811386762094317568
5578		1518.0	810984652412424192
9433		1868.0	810896069567610880
11468		2794.0	810657578271330305
36895		11954.0	810284430598270976
15332		3533.0	810254108431155201
16178		4132.0	809920764300447744
17605		5156.0	793962221541933056
7251		1541.0	809448704142938112
20812		5906.0	809220051211603969
13815		3712.0	809084759137812480
10566		3214.0	808838249661788160
8272		2286.0	808733504066486276
11803		2741.0	808501579447930884
25655		6257.0	801167903437357056
9168		2330.0	808106460588765185
13141		3734.0	808001312164028416
15230		3845.0	807621403335917568
123955		58517.0	807106840509214720
25159		7723.0	782969140009107456
13649		4060.0	807010152071229440
78342		36586.0	806629075125202948
21627		5833.0	781524693396357120
8999		7351.0	806570933175652352
10685		2483.0	806542213899489280
30426		12272.0	783334639985389568
6721		1255.0	806219024703037440
18000		5658.0	782722598790725632
8642		2019.0	805932879469572096
6870		1926.0	805826884734976000
6008		1736.0	805520635690676224
9193		2668.0	805487436403003392
8156		1803.0	805207613751304193
14323		4050.0	804738756058218496
24951		16743.0	804417859124273152
10579		3396.0	784826020293709826
46650		17029.0	804026241225523202
10512		2906.0	803773340896923648
19769		7828.0	691416866452082688
11465		4351.0	803638050916102144
8117		1960.0	803380650405482500
16615		5608.0	767754930266464257
10493		2595.0	803276597545603072
9435		2111.0	802952499103731712
11686		3074.0	777684233540206592
9360		2649.0	802572683846291456
16961		6150.0	802323869084381190
6912		1436.0	802265048156610565
15399		4739.0	779056095788752897
9480		2756.0	802239329049477120
2729		280.0	800065028116385792
8085		1797.0	801958328846974976
8575		2179.0	801538201127157760
6335		869.0	801285448605831168
25655		6257.0	801167903437357056
14385		4165.0	775733305207554048
8453		2213.0	801115127852503040
11030		2939.0	800751577355128832
13738		3160.0	800513324630806528
9932		2277.0	800459316964663297
12211		4548.0	776113305656188928
11679		2962.0	800388270626521089
13068		4168.0	681694085539872773
16027		2692.0	800141422401830912
29743		13887.0	800018252395122689
16167		4942.0	775085132600442880
8788		2278.0	799757965289017345
8429		2034.0	799422933579902976
22608		5784.0	774314403806253056
10358		2916.0	799297110730567681
8461		2604.0	799063482566066176
13736		4729.0	798933969379225600
7812		1507.0	798925684722855936
18579		6987.0	740676976021798912
19202		8216.0	718631497683582976
18911		6855.0	712809025985978368
12513		5238.0	701214700881756160
7817		2456.0	683391852557561860
12847		4971.0	676936541936185344
17199		5858.0	675501075957489664
8434		4108.0	671896809300709376
6654		1956.0	670444955656130560
6676		2080.0	667509364010450944
14075		6019.0	667182792070062081
13780		6162.0	666104133288665088
12446		3544.0	771770456517009408
10882		2704.0	798209839306514432
12168		3290.0	797971864723324932
15195		5126.0	797545162159308800
20899		6983.0	797236660651966464
20601		9399.0	687317306314240000
8044		2014.0	796865951799083009
12401		3229.0	796759840936919040
22526		7691.0	780931614150983680
7944		1861.0	796484825502875648
11524		4382.0	796387464403357696
33834		15088.0	796149749086875649
33834		15088.0	796149749086875649
9544		2550.0	796116448414461957
8862		2447.0	796080075804475393
11323		3914.0	796031486298386433
52092		25015.0	795464331001561088
10561		3045.0	795400264262053889
16981		5725.0	795076730285391872
12313		3557.0	789530877013393408
10762		2435.0	794926597468000259
28669		10862.0	788765914992902144
10027		2812.0	794332329137291264
9640		3504.0	794205286408003585
17605		5156.0	793962221541933056
9656		1971.0	793845145112371200
12292		3302.0	791672322847637504
8359		1714.0	793601777308463104
11195		2507.0	793500921481273345
25758		9688.0	793286476301799424
9088		2515.0	793271401113350145
20940		8798.0	793256262322548741
11021		3461.0	793241302385262592
10310		3033.0	793226087023144960
9351		2949.0	793210959003287553
16010		5935.0	793195938047070209
7267		2109.0	793180763617361921
9866		2932.0	793165685325201412
6477		1797.0	793150605191548928
6769		2616.0	793135492858580992
13294		4126.0	793120401413079041
15018		4197.0	792913359805018113
11831		4503.0	792883833364439040
7697		1773.0	792773781206999040
14070		4524.0	792394556390137856
7506		1906.0	792050063153438720
12292		3302.0	791672322847637504
13731		4348.0	791406955684368384
9187		2670.0	791312159183634433
13026		4327.0	763837565564780549
10325		2244.0	790987426131050500
17425		4938.0	790946055508652032
9674		2443.0	789986466051088384
8584		2024.0	790698755171364864
21639		7563.0	790581949425475584
8185		1976.0	790337589677002753
13140		3349.0	790277117346975746
12589		3765.0	762699858130116608
9674		2443.0	789986466051088384
10658		4347.0	762464539388485633
7863		1873.0	789628658055020548
7076		2025.0	789599242079838210
12313		3557.0	789530877013393408
109135		51121.0	788818328538099712
13575		5209.0	750719632563142656
9531		2740.0	789268448748703744
10159		2947.0	789137962068021249
28661		13094.0	788908386943430656
28669		10862.0	788765914992902144
16289		5550.0	788412144018661376
7558		2210.0	788178268662984705
6412		1361.0	788150585577050112
11720		3608.0	761004547850530816
6428		1390.0	788039637453406209
9071		3226.0	787810552592695296
10692		2924.0	787717603741622272
11347		2990.0	787397959788929025
8143		1834.0	787322443945877504
27804		8382.0	786963064373534720
8782		2530.0	759447681597108224
19055		6425.0	786709082849828864
11117		2684.0	786664955043049472
9830		3277.0	786595970293370880
11383		3687.0	786363235746385920
15969		5010.0	786233965241827333
19723		7413.0	779834332596887552
11893		3336.0	785927819176054784
6989		1918.0	785872687017132033
8172		2337.0	785639753186217984
9511		2097.0	785533386513321988
7577		1713.0	785264754247995392
12594		5089.0	785170936622350336
10579		3396.0	784826020293709826
9350		2663.0	784517518371221505
5955		1348.0	784431430411685888
31333		11306.0	783839966405230592
7673		2058.0	783821107061198850
10898		3368.0	783695101801398276
8817		2354.0	783466772167098368
17607		5767.0	783391753726550016
14691		5863.0	674291837063053312
30426		12272.0	783334639985389568
8504		2326.0	783085703974514689
25159		7723.0	782969140009107456
7791		1470.0	782747134529531904
18000		5658.0	782722598790725632
8119		1972.0	782598640137187329
17358		5841.0	782305867769217024
17321		6506.0	707610948723478529
11594		3531.0	781955203444699136
10891		2843.0	781661882474196992
21627		5833.0	781524693396357120
8798		2186.0	781251288990355457
10195		2866.0	781163403222056960
22526		7691.0	780931614150983680
7483		2103.0	780858289093574656
5727		1368.0	780800785462489090
12633		3496.0	780601303617732608
6568		1817.0	780543529827336192
10050		3872.0	742423170473463808
896		120.0	780465709297995776
5509		1124.0	780459368902959104
9063		2343.0	780192070812196864
7878		2415.0	753375668877008896
19723		7413.0	779834332596887552
9180		3252.0	779377524342161408
32311		19239.0	679462823135686656
15400		4739.0	779056095788752897
20834		7565.0	778990705243029504
7184		1377.0	778748913645780993
5999		1576.0	778650543019483137
4819		1058.0	778624900596654080
14199		4540.0	778408200802557953
26924		12800.0	703041949650034688
6077		1153.0	778383385161035776
10821		3447.0	778286810187399168
8835		2755.0	778039087836069888
6818		1693.0	778027034220126208
11290		3706.0	768193404517830656
6616		1708.0	777885040357281792
11686		3074.0	777684233540206592
13554		4425.0	750429297815552001
9119		2601.0	777621514455814149
14878		4495.0	777189768882946048
37003		14321.0	679828447187857408
5073		1269.0	776813020089548800
9201		2899.0	776477788987613185
23394		9564.0	700747788515020802
31166		16631.0	776218204058357768
9991		2626.0	776201521193218049
12211		4548.0	776113305656188928
1913		158.0	776088319444877312
50292		17163.0	733109485275860992
12189		2791.0	775842724423557120
14385		4165.0	775733305207554048
13447		4798.0	775729183532220416
7699		3112.0	775364825476165632
35673		13642.0	740373189193256964
16167		4942.0	775085132600442880
8907		1856.0	774757898236878852
6977		1802.0	774639387460112384
22608		5784.0	774314403806253056
11135		4043.0	773985732834758656
6653		1824.0	773922284943896577
6865		1697.0	773704687002451968
5534		1357.0	773670353721753600
22964		6438.0	773547596996571136
10889		5310.0	771380798096281600
24165		7793.0	773308824254029826
9792		3385.0	773247561583001600
10372		4312.0	773191612633579521
8895		4048.0	772877495989305348
8336		2445.0	772826264096874500
12031		3518.0	765222098633691136
6742		1762.0	772581559778025472
6277		1447.0	772193107915964416
3944		1174.0	772152991789019136
3919		770.0	772117678702071809
2815		485.0	772114945936949249
4157		968.0	772102971039580160
1178		459.0	771905568600719360
12446		3544.0	771770456517009408
8576		2714.0	771500966810099713
10889		5310.0	771380798096281600
13373		7839.0	673320132811366400
9493		3043.0	771136648247640064
6480		1492.0	771102124360998913
7139		1719.0	771014301343748096
2230		225.0	771002130450743296
5125		1255.0	770787852854652928
5380		1474.0	770772759874076672
118514		59491.0	739238157791694849
7586		1825.0	770655142660169732
6541		2172.0	770414278348247044
6474		1544.0	770293558247038976
9703		3181.0	741067306818797568
7855		2391.0	770069151037685760
32543		9981.0	769940425801170949
6629		1729.0	769695466921623552
5600		1782.0	769212283578875904
14942		6789.0	768970937022709760
7696		2799.0	700143752053182464
4354		925.0	768855141948723200
4265		1252.0	768609597686943744
5218		1335.0	768596291618299904
20418		6067.0	739979191639244800
14135		3580.0	768473857036525572
11290		3706.0	768193404517830656
4935		1444.0	767884188863397888
16615		5608.0	767754930266464257
7759		2431.0	767500508068192258
12731		3937.0	767191397493538821
10515		2972.0	767122157629476866
15159		5874.0	759923798737051648
5267		1408.0	766793450729734144
4161		825.0	766693177336135680
6225		1658.0	766423258543644672
7030		1957.0	766313316352462849
7187		2725.0	725842289046749185
4405		889.0	766069199026450432
3886		517.0	766008592277377025
7503		2226.0	765719909049503744
5372		1264.0	765669560888528897
27436		3517.0	765395769549590528
7328		2247.0	765371061932261376
12031		3518.0	765222098633691136
6671		1839.0	764857477905154048
6242		1566.0	764259802650378240
13026		4327.0	763837565564780549
5575		1538.0	763183847194451968
7474		3140.0	673295268553605120
7614		2371.0	763103485927849985
12589		3765.0	762699858130116608
11646		6706.0	762471784394268675
10658		4347.0	762464539388485633
4968		1162.0	762316489655476224
33040		16177.0	762035686371364864
5577		2083.0	761976711479193600
9699		4073.0	685325112850124800
4409		889.0	761745352076779520
51207		30205.0	761672994376806400
4265		1226.0	761599872357261312
33536		18751.0	711694788429553666
5375		1505.0	761334018830917632
4619		1128.0	761292947749015552
5486		1620.0	761227390836215808
11720		3608.0	761004547850530816
3948		1014.0	760893934457552897
6834		1981.0	760656994973933572
5132		1337.0	760641137271070720
7848		3761.0	760539183865880579
27716		11941.0	760290219849637889
4079		900.0	760252756032651264
5893		1873.0	760190180481531904
15159		5874.0	759923798737051648
6937		2047.0	759846353224826880
6157		1967.0	759793422261743616
40520		21888.0	739544079319588864
4857		1223.0	759557299618865152
8782		2530.0	759447681597108224
260		283.0	759167558763196416
6266		2017.0	759197388317847553
3839		1206.0	670319130621435904
14990		4318.0	759099523532779520
6704		2104.0	759047813560868866
3661		927.0	758854675097526272
11559		3988.0	758828659922702336
5914		1665.0	758740312047005698
3936		1034.0	758474966123810816
4957		2302.0	758467244762497024
5368		1990.0	758405701903519748
3528		1117.0	758355060040593408
2790		386.0	758041019896193024
7104		3367.0	757741869644341248
17329		8310.0	679062614270468097
4681		1256.0	757725642876129280
4715		1145.0	757611664640446465
49		80.0	987
4475		1084.0	757596066325864448
15625		7092.0	757400162377592832
6011		1797.0	757393109802180609
4671		1475.0	757354760399941633
6486		2053.0	756998049151549440
6859		2076.0	756939218950160384
5221		1353.0	756651752796094464
10737		3724.0	756526248105566208
4072		1130.0	756303284449767430
44168		18067.0	756288534030475264
6628		1585.0	756275833623502848
7563		2979.0	755955933503782912
16970		5528.0	755206590534418437
21890		11481.0	755110668769038337
21791		8215.0	679158373988876288
7098		2608.0	754856583969079297
2657		542.0	754747087846248448
5475		2019.0	754482103782404096
3868		753.0	754449512966619136
8117		2435.0	754120377874386944
6013		2232.0	753655901052166144
8172		3682.0	753420520834629632
5956		1982.0	753398408988139520
7878		2415.0	753375668877008896
14640		5920.0	681523177663676416
3485		1078.0	753294487569522689
4031		1005.0	753026973505581056
7112		1634.0	752917284578922496
6167		1651.0	752682090207055872
4525		1614.0	752660715232722944
7592		3555.0	752519690950500352
3927		1140.0	752334515931054080
32739		16957.0	675354435921575936
6121		1897.0	752173152931807232
5358		1380.0	751937170840121344
5975		2015.0	751830394383790080
8152		3135.0	751598357617971201
4535		1143.0	751583847268179968
5195		1303.0	751538714308972544
3302		1034.0	751456908746354688
12882		6084.0	751251247299190784
6505		1886.0	751205363882532864
5209		1341.0	751132876104687617
4925		1424.0	750868782890057730
13575		5209.0	750719632563142656
4574		1180.0	750506206503038976
13554		4425.0	750429297815552001
4691		1185.0	750383411068534784
3199		989.0	750147208377409536
3733		1334.0	750132105863102464
4459		1352.0	750117059602808832
3135		866.0	750101899009982464
2233		557.0	750086836815486976
8105		3440.0	750071704093859840
3242		926.0	750056684286914561
3268		641.0	750041628174217216
2789		809.0	750026558547456000
3328		936.0	750011400160841729
3151		842.0	749996283729883136
5253		2528.0	749981277374128128
4795		1358.0	749774190421639168
6275		1696.0	749417653287129088
2700		553.0	749403093750648834
8845		3557.0	749395845976588288
5640		2297.0	749317047558017024
4935		1564.0	749064354620928000
3194		813.0	749036806121881602
11049		3508.0	748977405889503236
5990		2333.0	748932637671223296
2845		973.0	748705597323898880
4874		1645.0	748699167502000129
4357		1363.0	748692773788876800
6228		2036.0	748575535303884801
2250		686.0	748568946752774144
5359		1268.0	748346686624440324
3782		781.0	748324050481647620
3763		728.0	748307329658011649
5925		2211.0	747963614829678593
6800		2618.0	747933425676525569
3026		1007.0	747885874273214464
2888		771.0	747844099428986880
4980		1195.0	747816857231626240
2385		567.0	747600769478692864
3781		1078.0	747594051852075008
5687		1643.0	747512671126323200
3974		1066.0	747461612269887489
6773		2965.0	704761120771465216
5423		1621.0	747219827526344708
3470		941.0	747204161125646336
9826		4083.0	747103485104099331
2971		308.0	746906459439529985
6137		2187.0	746872823977771008
5438		1784.0	746818907684614144
5004		1637.0	746790600704425984
6207		1844.0	746726898085036033
2973		1010.0	667866724293877760
4766		1110.0	746507379341139972
6336		1682.0	746369468511756288
7092		2277.0	746131877086527488
3640		834.0	746056683365994496
4120		1097.0	745789745784041472
7168		2392.0	745712589599014916
7263		2610.0	745433870967832576
8814		2499.0	745422732645535745
7354		2844.0	745314880350101504
7422		2337.0	745057283344719872
3037		637.0	744995568523612160
8082		2761.0	744971049620602880
5749		1613.0	744709971296780288
